what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063071558
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063075271
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063092210
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063104856
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063132892
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063183805
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063187314
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063202282
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410063224016
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063242437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410063247554
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410063278948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063279989
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063280944
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063291407
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063343090
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063344917
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063352037
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063362265
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063363957
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063368740
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063374073
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063375486
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063486333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063499221
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063523632
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063530380
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063531764
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063538595
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410063553804
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063573947
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063575692
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063581477
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063583742
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063585012
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063591213
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063592881
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063594261
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063604440
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063606900
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063608418
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063620385
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063623895
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063625162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063642773
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063645231
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063646626
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063657929
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063666166
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063724478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063730858
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063732613
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063737181
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063740061
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063741550
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063747713
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063751907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063755323
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063808213
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063819480
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063864406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063885719
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063934995
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063945556
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063954928
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410063958639
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410063961060
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063961668
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063963508
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410063970952
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410063970978
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410063972061
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410063976333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064002252
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064009242
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064014678
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064026375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064029043
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064065260
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064252401
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410064273665
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410064276669
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064281365
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410064534832
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410064541117
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410065715160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410065716553
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410065717451
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410065786254
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410065804126
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410065828663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410065843523
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410065875464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410065882473
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410065939067
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066003638
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066024763
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066152962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066155291
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066175506
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066184609
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066202851
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066206999
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066215505
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066280408
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066281548
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066291733
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066296125
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066340026
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066354253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066357186
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.close",1410066357199
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066371116
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066390054
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066552119
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410066552168
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066554302
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066558273
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410066558450
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410066558605
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1410066558611
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066656263
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066658465
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410066658479
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410066660715
closed,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410066660715
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066665164
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066717911
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066720155
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066724552
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410066724676
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066732223
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066786815
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066837797
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066838788
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066838798
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066841187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066858079
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066865986
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066935511
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066949951
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066956627
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066958150
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066963225
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066968187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066974518
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410066975672
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410066977559
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067006684
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067010191
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067012798
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067056898
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067067261
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067069497
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067116999
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067120734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067122134
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067167183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067170789
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067172080
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067630609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067646350
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067716772
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067720082
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067738079
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410067744436
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067746196
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067760647
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410067761952
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067770189
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410067778992
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410067794015
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410067801720
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410067805502
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410067810602
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410067812251
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067821966
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067863546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067880752
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067884369
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067888031
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067927778
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067929665
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067938002
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067945232
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067952260
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410067966381
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410067968412
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068004931
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068010479
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068011991
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068027382
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068034398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068077530
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410068080676
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410068082589
