what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058263256
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058263433
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058263775
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058264409
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058272591
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058273836
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058282120
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410058286934
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410058290594
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058292679
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058293689
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058300922
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058325481
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058326682
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058333422
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058356267
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058357901
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058363605
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058368424
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058369879
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058389723
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058406519
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058415673
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058415831
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058415969
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058416215
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058423666
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058424522
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058437038
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058447077
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058448487
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058456596
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058483751
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058485164
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058516026
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058527040
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058528365
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058534879
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058545588
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058548454
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058567152
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058568172
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058575042
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058578584
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058580077
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058584806
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058588905
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058589878
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058617104
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410058641367
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058648120
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058653916
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058663662
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058668901
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058669988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058708288
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058713290
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058743269
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058749822
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058751292
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058802348
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058809000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058810340
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058816855
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058819040
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058820228
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058829620
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410058832680
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058833683
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058865430
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058892366
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410058930865
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059255030
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059397432
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059447825
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059454568
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059482269
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059486385
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059499659
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059718689
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059746511
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059749014
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410059784000
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410059893606
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059895425
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059907826
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1410059918369
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410059919432
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410059935601
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410059960444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059963109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410059968665
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410060019230
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410060019359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410060019496
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410060019671
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060024671
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060071881
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060073215
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060079370
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060087441
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060088676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060106726
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060164166
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410060188489
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410060194286
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060199811
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060201096
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060208477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060247797
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060268646
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060270999
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060275386
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410060276727
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410060276976
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1410060277015
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060294755
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060296866
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410060297823
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060326068
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060327649
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060333338
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060335267
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060336955
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060350587
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060361308
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060367802
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060369239
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060377223
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060385970
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060387082
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060397621
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060408977
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060422562
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060431901
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060438504
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060439829
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060443596
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060444193
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060476437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060485539
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410060524916
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410060528702
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060530822
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060532068
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060571109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060581011
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060586601
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060588000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060588774
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060599179
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060603734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060604860
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060623524
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060630390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060631822
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060634851
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060635949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060670422
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060705775
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060708526
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060711269
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060712410
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060734244
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060743679
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060745390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060755228
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410060755252
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410060767946
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060867335
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060868611
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060875733
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060884910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060885996
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060891400
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410060907188
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410060913771
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410060928094
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060938209
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060943511
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060944556
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060956563
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410060960882
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410060973419
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410060978371
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060979512
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410060993995
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061036927
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061040947
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061044734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061052979
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061054946
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061062715
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061065168
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061066428
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061072819
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061075243
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061076336
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061083441
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061086654
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061088517
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061094985
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061102928
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061107152
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061117338
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061148498
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061149656
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061155621
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061157628
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061158767
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061165274
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410061181157
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410061183620
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061190093
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061192955
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061208760
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061222634
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061223875
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061239701
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061259263
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061261825
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061262587
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061263456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061278639
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061282894
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061295174
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061312294
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061336593
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410061381069
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410061387406
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061394387
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061395671
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061402565
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061429396
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061434632
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061441018
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061446477
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061448850
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410061467067
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410061471059
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061479665
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061481807
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061489653
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410061494621
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410061497513
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061501489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061503221
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061509208
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061553843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061579547
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410061591615
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410061602980
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061611028
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061629372
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061637231
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061638387
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061645273
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061685823
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061688689
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061698032
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410061713724
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061724493
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061728841
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410061734892
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410061739456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061740101
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061759630
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410061767441
