what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1410055555919
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1410055555920
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1410055555921
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1410055555934
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1410055555934
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1410055555935
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1410055555936
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1410055555936
os,sysinfo,,,"win32",1410055555940
arch,sysinfo,,,"x86_64",1410055555940
ws,sysinfo,,,"win32",1410055555940
locale,sysinfo,,,"en_US",1410055555940
processors,sysinfo,,,"2",1410055555940
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1410055555940
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1410055555940
java.specification.name,sysinfo,,,"Java Platform API Specification",1410055555940
java.specification.vendor,sysinfo,,,"Oracle Corporation",1410055555940
java.specification.version,sysinfo,,,"1.7",1410055555940
java.vendor,sysinfo,,,"Oracle Corporation",1410055555940
java.version,sysinfo,,,"1.7.0_51",1410055555940
java.vm.info,sysinfo,,,"mixed mode",1410055555940
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1410055555940
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1410055555940
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1410055555940
java.vm.specification.version,sysinfo,,,"1.7",1410055555940
java.vm.vendor,sysinfo,,,"Oracle Corporation",1410055555940
java.vm.version,sysinfo,,,"24.51-b03",1410055555940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055562445
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055572166
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1410055572346
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1410055572441
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1410055572895
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1410055572898
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1410055573120
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1410055573162
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1410055573570
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1410055573800
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1410055574065
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1410055574089
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1410055574502
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1410055574556
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1410055575561
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1410055576038
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1410055576297
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1410055576461
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410055576619
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410055577175
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1410055577190
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1410055577214
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1410055577407
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055582395
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055583393
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055583407
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055583798
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055585277
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055595068
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410055595261
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410055595397
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1410055595398
executed,command,,,"AUTOGEN:::org.eclipse.wst.html.core.htmlsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1410055595401
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1410055597260
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1410055597283
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055600121
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055601948
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1410055603895
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1410055605107
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410055605847
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1410055606314
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1410055606487
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410055606645
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1410055606685
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410055614903
closed,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1410055614904
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410055617543
closed,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410055617543
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1410055649015
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410055650621
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410055669885
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410055673952
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410055675207
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1410055681709
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1410055681765
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1410055681796
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1410055681837
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1410055681863
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1410055681866
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1410055681888
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1410055682053
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1410055682055
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1410055682080
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1410055682110
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1410055683147
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410055688092
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410055725881
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410055763211
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410055782991
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410055783211
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410055783408
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410055783632
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410055784690
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055792621
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055811947
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055813222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055814714
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055818444
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055956256
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410055958245
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055963814
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055967704
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410055975194
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055977171
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410055994019
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056001958
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056048120
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410056051921
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056054644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056056100
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056064396
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056411726
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056416699
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410056416727
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1410056417642
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056421171
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056431308
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1410056431576
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1410056431749
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1410056431802
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1410056431803
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1410056620557
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056681350
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410056698504
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410056699996
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410056705445
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410056706091
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056731960
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410056739781
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410056740286
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056743192
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056777975
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056812766
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056833317
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056845487
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056881944
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056903537
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056920033
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056937483
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410056943801
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410056948806
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056950161
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056951543
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410056958232
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056968117
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056973722
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410056984243
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057018823
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057022629
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057026574
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057027647
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057039225
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057057465
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057070255
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057101209
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057110693
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057112516
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057119446
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057125303
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057143737
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057147001
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057154055
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057160577
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057189646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057190882
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057192081
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057202443
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057203436
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057278764
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410057288183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410057288682
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410057288984
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1410057289251
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057297201
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057312289
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057319724
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410057347169
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057355446
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057357396
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057369914
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057375846
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057376912
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057384857
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410057391126
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410057400010
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057405268
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057406467
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057412219
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057457338
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057585165
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057586445
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057593821
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057624195
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057625316
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057631979
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057642123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057643225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057648480
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057729410
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057730676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057743259
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057770385
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057780363
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057784041
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057792416
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057798942
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057799923
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057804896
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057822782
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057823790
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057899908
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057908520
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410057909909
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057918911
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1410057948494
